survey	id	sentence_nr	context_en	context_ru	sentence_en	sentence_ru	translat_original	translit_morph	gloss	translation	target_verb	target_trans	form_label	exp	given	comments	speaker	idiom	language	gender	birthyear	date
pfq	422	73	[A guide, showing ruins to tourists:]	[Гид, который показывает туристам руины, говорит:]	This BE a huge city.	Это БЫТЬ огромный город. 	Гьоноб бик1од беч1уха шагьар.	honob bik’od bečʼuχa šahar.			быть	bik’od	perfect	not p	perfect		1	Rikvani	Andi	M		2016
pfq	423	74	[A guide, showing ruins to tourists:]	[Тот же гид:]	This city BE DESTROYED about three thousands years ago.	Этот город БЫТЬ УНИЧТОЖЕН примерно три тысячи лет назад. 	Гьоб шагьар бихолъид бик1удя лъобозиругу решинд седу.	hob šahar biχoɬid bik’udja ɬobozirugu rešind sedu.			быть уничтожен	biχoɬid	perfect	perfect	perfect		1	Rikvani	Andi	M		2016
pfq	424	75	[A’s sister finished writing two letters just before A came home. A tells:]	[Сестра А написала два письма до того как А пришла домой. А рассказывает:]	When I COME home yesterday, my sister WRITE two letters. 	Вчера когда я ПРИХОДИТЬ домой, моя сестра ПИСАТЬ два письма.	Сун ден ища йигъоб ригьи дий йоцуд ч1егу кагъар хъвари.	sun den išːa jiʁob rihi dij jocud čʼegu kaʁar qʷari.			приходить	jiʁob	participle	not p	other		1	Rikvani	Andi	M		2016
pfq	425	75	[A’s sister finished writing two letters just before A came home. A tells:]	[Сестра А написала два письма до того как А пришла домой. А рассказывает:]	When I COME home yesterday, my sister WRITE two letters. 	Вчера когда я ПРИХОДИТЬ домой, моя сестра ПИСАТЬ два письма.	Сун ден ища йигъоб ригьи дий йоцуд ч1егу кагъар хъвари.	sun den išːa jiʁob rihi dij jocud čʼegu kaʁar qʷari.			 писать	qʷari	aorist	pluperfect	not p		1	Rikvani	Andi	M		2016
pfq	426	76	[A’s sister was not at home when A arrived. Question: Did you find your sister at home? A answers:]	[Сестра А не была дома когда а пришла. Вопрос: Твоя сестра была дома? А отвечает:]	No, I did not (find her). She LEAVE. 	Нет, (не была). Она УХОДИТЬ.	Су гьегей ишу йик1осу.	su hegej išu jik’osu.			уходить	jik’osu	aorist	pluperfect	not p	negative	1	Rikvani	Andi	M		2016
pfq	427	77	[A meets B’s sister. Later A moves to the town where B and B’s sister live. Still later, B asks A: When you came to this town a year ago, did you know my sister? A answers:]	[А знакомится с сестрой В. Потом А перезжает в город где живут В и ее сестра. В спрашивает: когда ты сюда приехала в этот город, ты знала мою сестру. А отвечает:]	Yes, I MEET her.	Да, я ЗНАКОМИТЬСЯ с ней.	Гьу гьегей дйо ц1инно.	hu hegej djo cʼinno.			знакомиться	cʼinno	present	pluperfect	other		1	Rikvani	Andi	M		2016
pfq	428	78	[Question: Why did you believe what she told you about Paris? Note: use BE or VISIT or whatever is most natural in L.]	[Вопрос: Почему ты верил в том, что она тебе рассказывала про Париж?]	Answer: I BELIEVE her, because she BE to (VISIT) Paris. 	Ответ: Я ВЕРИТЬ ей, потому что она БЫТЬ (ПОСЕЩАТЬ) Париж. 	Ден гьегелло бужудя иллогуло су гьегей Парижилла йик1о.	den hegello bužudja illogulo su hegej parižilla jik’o.			верить	bužudja	future	not p	other		1	Rikvani	Andi	M		2016
pfq	429	78	[Question: Why did you believe what she told you about Paris? Note: use BE or VISIT or whatever is most natural in L.]	[Вопрос: Почему ты верил в том, что она тебе рассказывала про Париж?]	Answer: I BELIEVE her, because she BE to (VISIT) Paris. 	Ответ: Я ВЕРИТЬ ей, потому что она БЫТЬ (ПОСЕЩАТЬ) Париж. 	Ден гьегелло бужудя иллогуло су гьегей Парижилла йик1о.	den hegello bužudja illogulo su hegej parižilla jik’o.			быть/посещать	jik’o	aorist	pluperfect	not p		1	Rikvani	Andi	M		2016
pfq	430	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Иннагуло бади вук1увлгъаси еншбогу гьагъоб кино босиння бик1о дилъу гьегещуд.	innagulo badi wuk'uwlʁasi enšbogu haʁob kino bosinnja bik’o diɬu hegešːud.			встречаться	badi wuk'uwlʁasi	participle	not p	other		1	Rikvani	Andi	M		2016
pfq	431	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Иннагуло бади вук1увлгъаси еншбогу гьагъоб кино босиння бик1о дилъу гьегещуд.	innagulo badi wuk'uwlʁasi enšbogu haʁob kino bosinnja bik’o diɬu hegešːud.			рассказывать 	haʁob	participle	not p	other		1	Rikvani	Andi	M		2016
pfq	432	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Иннагуло бади вук1увлгъаси еншбогу гьагъоб кино босиння бик1о дилъу гьегещуд.	innagulo badi wuk'uwlʁasi enšbogu haʁob kino bosinnja bik’o diɬu hegešːud.			видеть	bosinnja bik’o	irrealis	pluperfect	other	(future +  bik’o)	1	Rikvani	Andi	M		2016
pfq	433	80	[Looking at a house.]	[Смотря на какой-то дом.]	Who BUILD this house?	Кто СТРОИТЬ этот дом?	Лъедгъо гьор гьакъу джирадо?	ɬedʁo hor haqʼu žirado?			строить	žirado	progressive	not p	other		1	Rikvani	Andi	M		2016
pfq	434	81	[Looking at a picture of a house which has been torn down.]	[Смотря на фотографию дома, который сейчас уже снесли.]	Who BUILD this house?	Кто СТРОИТЬ этот дом?	Лъедгъо гьор гьакъу джирадо?	ɬedʁo hor haqʼu žirado?			строить	žirado	progressive	pluperfect	other		1	Rikvani	Andi	M		2016
pfq	435	82	[Question: Can I get my wages now?]	[Вопрос: Вы мне зарплату дадите сейчас?]	Answer: I NOT PAY you your wages before you FINISH the entire job.	Ответ: Я вам зарплату НЕ ПЛАТИТЬ до того как вы ЗАКАНЧИВАТЬ всю работу.	Ден дулъу хардж ччидося х1алт1и булъолъидсугу.	den duɬu χarž čːidosja halt’i buɬoɬidsugu.			не платить	čːidosja	future	future perfect	future	negative	1	Rikvani	Andi	M		2016
pfq	436	82	[Question: Can I get my wages now?]	[Вопрос: Вы мне зарплату дадите сейчас?]	Answer: I NOT PAY you your wages before you FINISH the entire job.	Ответ: Я вам зарплату НЕ ПЛАТИТЬ до того как вы ЗАКАНЧИВАТЬ всю работу.	Ден дулъу хардж ччидося х1алт1и булъолъидсугу.	den duɬu χarž čːidosja halt’i buɬoɬidsugu.			заканчивать	buɬoɬidsugu	converb	perfect	other	negative-emphatic	1	Rikvani	Andi	M		2016
pfq	437	83	[As in 82 above.]	[Другой ответ на вопрос 82.]	I PAY you your wages after you FINISH the entire job.	Ответ: Я вам зарплату ПЛАТИТЬ после того как вы ЗАКАНЧИВАТЬ всю работу.	Ден дулъу хардж ччидя мен х1алт1и булъолъибч1у рехуду.	den duɬu χarž čːidja men halt’i buɬoɬibčʼu reχudu. 			платить	čːidja	future	future perfect	future		1	Rikvani	Andi	M		2016
pfq	438	83	[As in 82 above.]	[Другой ответ на вопрос 82.]	I PAY you your wages after you FINISH the entire job.	Ответ: Я вам зарплату ПЛАТИТЬ после того как вы ЗАКАНЧИВАТЬ всю работу.	Ден дулъу хардж ччидя мен х1алт1и булъолъибч1у рехуду.	den duɬu χarž čːidja men halt’i buɬoɬibčʼu reχudu. 			заканчивать	buɬoɬibčʼu	participle	perfect	other	after	1	Rikvani	Andi	M		2016
pfq	439	84	[B is setting out on a journey. A intends to sell her own house while B is away. A tells B about this:]	[В отправляется в путешествие. А собирается продавать свой дом когда В путешествует. А говорит об этом В:]	A: When you COME BACK next year, I SELL my house. 	А: Когда ты ВОЗВРАЩАТЬСЯ в следующем году, я ПРОДАВАТЬ свой дом.	Гьилва мен вохокъуда вушдоблъи ден диргу гьакъу рахолля.	hilwa men woχoqʼuda wušdobɬi den dirgu haqʼu raχollja.			возвращаться	wušdobɬi 	participle	future	other	+ ɬi 	1	Rikvani	Andi	M		2016
pfq	440	84	[B is setting out on a journey. A intends to sell her own house while B is away. A tells B about this:]	[В отправляется в путешествие. А собирается продавать свой дом когда В путешествует. А говорит об этом В:]	A: When you COME BACK next year, I SELL my house. 	А: Когда ты ВОЗВРАЩАТЬСЯ в следующем году, я ПРОДАВАТЬ свой дом.	Гьилва мен вохокъуда вушдоблъи ден диргу гьакъу рахолля.	hilwa men woχoqʼuda wušdobɬi den dirgu haqʼu raχollja.			продавать	raχollja	future	future perfect	future		1	Rikvani	Andi	M		2016
pfq	441	85	[A began working here in June for almost thirty years ago. It is April and A tells that the anniversary is approaching:]	[А начал работу на текущем месте тридцать лет назад в июне. Сейчас апрель и А предупреждает что юбилей приближается.]	A: In June this year I WORK here for thirty years. 	А: В июне в этом году я РАБОТАТЬ здесь уже тридцать лет. 	Джерешна июнла ден гьалт1ела лъобц1олгу решин ригъуня.	džerešna ijunla den halt’ela ɬobcʼolgu rešin riʁunja.			работать	halt’ela	present	future perfect	other		1	Rikvani	Andi	M		2016
pfq	442	86			If I GET my wages tomorrow, I BUY you a beer. 	Если я ПОЛУЧАТЬ свою зарплату завтра, я тебе ПОКУПАТЬ пиво.	Диб харж бигъор щела, ден дулъу пиво бихдя.	dib χarž biʁor šːela, den duɬu piwo biχdja.			получать	biʁor	unclear	unclear	unclear		1	Rikvani	Andi	M		2016
pfq	443	86			If I GET my wages tomorrow, I BUY you a beer. 	Если я ПОЛУЧАТЬ свою зарплату завтра, я тебе ПОКУПАТЬ пиво.	Диб харж бигъор щела, ден дулъу пиво бихдя.	dib χarž biʁor šːela, den duɬu piwo biχdja.			покупать  	bixdja	future	future	future		1	Rikvani	Andi	M		2016
pfq	444	87	[The speaker has not received his wages yet:]	[А еще не ПОЛУЧАТЬ зарплату:]	The day I GET my wages I BUY you a beer. 	Когда ПОЛУЧАТЬ свою зарплату я ПОКУПАТЬ тебе пиво.	Диб харж бигъоб ригьи дулъу пиво бихдя.	dib χarž biʁob rihi duɬu piwo biχdja.			получать	biʁob	participle	future perfect	other		1	Rikvani	Andi	M		2016
pfq	445	87	[The speaker has not received his wages yet:]	[А еще не ПОЛУЧАТЬ зарплату:]	The day I GET my wages I BUY you a beer. 	Когда ПОЛУЧАТЬ свою зарплату я ПОКУПАТЬ тебе пиво.	Диб харж бигъоб ригьи дулъу пиво бихдя.	dib χarž biʁob rihi duɬu piwo biχdja.			покупать  	biχdja	future	future 	future		1	Rikvani	Andi	M		2016
pfq	446	88			Those who GET their wages tomorrow certainly GO to have a beer. 	Те, которые завтра ПОЛУЧАТЬ свою зарплату точно ИДТИ ПИТЬ пиво. 	Щела харж бикъдял жик1овл кьуч1логу пиво ц1аду воиня.	šːela χarž biqʼdjal žik’owl ƛʼučʼlogu piwo cʼadu woinja. 			получать	biqʼdjal	future	future	future	l?	1	Rikvani	Andi	M		2016
pfq	447	88			Those who GET their wages tomorrow certainly GO to have a beer. 	Те, которые завтра ПОЛУЧАТЬ свою зарплату точно ИДТИ ПИТЬ пиво. 	Щела харж бикъдял жик1овл кьуч1логу пиво ц1аду воиня.	šːela χarž biqʼdjal žik’owl ƛʼučʼlogu piwo cʼadu woinja. 			идти пить	cʼadu woʔinja	future	future	future		1	Rikvani	Andi	M		2016
pfq	448	1	[A: I want to give your sister a book to read, but I don’t know which one. Are there any of these books that she READ already?]	[A: Я хочу подарить вашей сестре книгу, но не знаю какую. Есть ли какие-нибудь книги, которые она уже ЧИТАТЬ]	B: Yes, she READ this book.	В: Да, она ЧИТАТЬ эту книгу. 	Гьегелди баиб хуча.	hegeldi baib χuča.			читать	baib	participle	perfect	other		2	Zilo	Andi	F		2016
pfq	449	2	[A: It seems that your sister never finishes books.]	[А: Кажется, что ваша сестра никогда не читает книги до конца.]	B: (That is not quite true.) She READ this book (=all of it). 	В: (Это не совсем правда.) Она ЧИТАТЬ эту книгу (то есть, полностью). 	Гьегелди баий гьегер хуча рул1илааси.	hegeldi baij heger χuča ruɬilaasi.			читать	baij	perfect	perfect	perfect		2	Zilo	Andi	F		2016
pfq	450	3	[Question: Is the king still alive?]	[Вопрос: Король еще жив?]	No, he DIE. 	Нет, он УМИРАТЬ.	Су, гьегев вуч1ой.	su, hegew wučʼoj.			умирать	wučʼoj	perfect	perfect	perfect		2	Zilo	Andi	F		2016
pfq	451	4			Question: You MEET my sister (at any time in your life up to now?)	Вопрос: Вы ЗНАКОМИТЬСЯ с моей сестрой (в какой-то момент в вашей жизни до сих пор)?	Мен дий йоцулойгу онщигуло гьаъодиле?	men dij joculojgu onšːigulo haʔodile?			знакомиться	haʔodile	aorist	perfect	not p	interrogative	2	Zilo	Andi	F		2016
pfq	452	5	[A child asks: Can I go now?]	[Ребенок спрашивает: можно ли мне уйти?]	Mother: You DO your homework?	Мать: Ты ДЕЛАТЬ домашнее задание?	Бабади: джиди ищиба ичиб дарси?	babadi: džidi išːiba ičib darsi?			делать	džidi	aorist	perfect	not p		2	Zilo	Andi	F		2016
pfq	453	6	[Question: Do you know my sister?]	[Вопрос: Вы знаете мою сестру?]	Answer: Yes, I MEET her (so I know her).	Ответ: Да, я с ней ЗНАКОМИТЬСЯ (и поэтому знаю ее).	Ден гьегейлойгу гьаъо.	den hegejlojgu haʔo.			знакомиться	haʔo	aorist	perfect	not p		2	Zilo	Andi	F		2016
pfq	454	7	[Question: Can you swim in this lake? (=Is it possible for anybody to swim in this lake?)]	[Вопрос: Можно ли купаться в этом озере (= возможно ли любому человеку купаться в этом озере?]	Answer: Yes, at least I SWIM in it several times. 	Ответ: Да, по крайней мере я КУПАТЬСЯ несколько раз. 	Ден чомчуло микьи айчой йигъи.	den čomcʼulo miƛʼi ajčoj jiʁi.			купаться	ajčoj jiʁi	aorist_pluperfect	perfect	not p		2	Zilo	Andi	F		2016
pfq	455	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Решлъи йиъинегуложа хапиду бигъи чунк1а берка.	rešɬi jiʔineguloža χapidu biʁi čunk’a berka.			ходить	jiʔineguloža	converb	not p	other		2	Zilo	Andi	F		2016
pfq	456	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Решлъи йиъинегуложа хапиду бигъи чунк1а берка.	rešɬi jiʔineguloža χapidu biʁi čunk’a berka.			наступать	biʁi	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	457	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегелди кьами диб чунк1уъа.	hegeldi ƛʼami dib čunk’uʔa.			кусать 	ƛʼami	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	458	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Денни бихи коди гьинц1оло шами беркуъо.	denni biχi kodi hincʼolo šami berkuʔo.			брать	biχi 	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	459	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Денни бихи коди гьинц1оло шами беркуъо.	denni biχi kodi hincʼolo šami berkuʔo.			бросать	šami 	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	460	8	[Do you know what happened to me just an hour ago?]	[Знаете что со мной случилось час назад?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегеб бич1о.	hegeb bičʼo.			умирать	bičʼo	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	461	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Сунни ден решлъи йонербигьи денни ц1инич1игу беркуъа чунк1а бигъи.	sunni den rešɬi jonerbihi denni cʼiničʼigu berkuʔa čunk’a biʁi.  			ходить	jonerbihi 	participle	not p	other	По форме больше всего похоже на масдар с энклитикой. Я сначала думала что -бигьи – остившая форма какого-то вспомогательного глагола, но ТА считает, что нет такого глагола, скорее всего он авдербиализатор, и форма глагола – какой-то прогрессив. По-моему основа перфективная. Значение данной конструкции “шла-когда”.	2	Zilo	Andi	F		2016
pfq	462	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Сунни ден решлъи йонербигьи денни ц1инич1игу беркуъа чунк1а бигъи.	sunni den rešɬi jonerbihi denni cʼiničʼigu berkuʔa čunk’a biʁi.  			наступать	biʁi	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	463	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегелди диб чунк1уъа кьами.	hegeldi dib čunk’uʔa ƛʼami.			кусать 	ƛʼami	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	464	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Денни гьербигьи бихи гьинц1оло шами беркуъо.	denni herbihi biχi hincʼolo šami berkuʔo.			брать	biχi	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	465	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Денни гьербигьи бихи гьинц1оло шами беркуъо.	denni herbihi biχi hincʼolo šami berkuʔo.			бросать	šami	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	466	9	[Do you know what happened to me yesterday?]	[Знаете что вчера со мной случилось?]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Бич1о беркало.	bičʼo berkalo.			умирать	bičʼo	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	467	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Сунни булъиб ц1иниголе див воцуъа. Велъийи вуйнегуложа решлъи див воцуди ц1инич1игу бигъий чунк1а беркуъа.	sunni buɬib cʼinigole diw wocuʔa. weɬiji wujneguloža rešɬi diw wocudi cʼiničʼigu biʁij čunk’a berkuʔa.			ходить	wujneguloža	converb	not p	other		2	Zilo	Andi	F		2016
pfq	468	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Сунни булъиб ц1иниголе див воцуъа. Велъийи вуйнегуложа решлъи див воцуди ц1инич1игу бигъий чунк1а беркуъа.	sunni buɬib cʼinigole diw wocuʔa. weɬiji wujneguloža rešɬi diw wocudi cʼiničʼigu biʁij čunk’a berkuʔa.			наступать	biʁij	perfect	not p	perfect		2	Zilo	Andi	F		2016
pfq	469	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Гьегелди кьами гьегещуб чунк1уъа.	hegeldi ƛʼami hegešːub čunk’uʔa.			кусать 	ƛʼami	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	470	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Гьербигьи бихий коди гьинц1оло шами гьегело.	herbihi biχij kodi hincʼolo šami hegelo.			брать	biχij	converb	not p	other	Может быть здесь не перфект а деепричастие.	2	Zilo	Andi	F		2016
pfq	471	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Гьербигьи бихий коди гьинц1оло шами гьегело.	herbihi biχij kodi hincʼolo šami hegelo.			бросать	šami	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	472	10	[Do you know what happened to my brother yesterday? I saw it myself.]	[Знаете что вчера с моим братом случилось? Сам видел как произошло.]	We WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ.  	Бич1о беркало.	bičʼo berkalo.			умирать	bičʼo	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	473	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ден мич1иригьи решлъи йиъоннирбигьи денни ц1инич1игу чунк1а бигъи беркуъа.	den mičʼirihi rešɬi jiʔonnirbihi denni cʼiničʼigu čunk’a biʁi berkuʔa. 			ходить	jionnirbihi 	participle	not p	other		2	Zilo	Andi	F		2016
pfq	474	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Ден мич1иригьи решлъи йиъоннирбигьи денни ц1инич1игу чунк1а бигъи беркуъа.	den mičʼirihi rešɬi jiʔonnirbihi denni cʼiničʼigu čunk’a biʁi berkuʔa. 			наступать	biʁi	aorist	not p	not p		2	Zilo	Andi	F		2016
pfq	475	11	[Do you know what happened to me once when I was a child? (Note: the speaker was, however, old enough to remember the incident.)]	[Знаете что однажды со мной случилось в детстве? Очень хорошо помню.]	I WALK in the forest. Suddenly I STEP on a snake. It BITE me in the leg. I TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Я БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьегелди диъа кьами чунк1уъа.	hegeldi diʔa ƛʼami čunk’uʔa.			кусать 	ƛʼami 	aorist	not p	not p		2	Zilo	Andi	F		2016
